"";"DATE";"HDenomination";"HMotifs";"CEDenominationsMotifs";"NormCEDenominationsMotifs";"CEMotifsDenominations";"NormCEMotifsDenominations";"MI"
"Baal";330;2,24983567834306;0,0247429107127184;2,23449882822317;0,99318312431991;0,00940606059282301;0,380151741322337;0,0153368501198954
"balls";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"barley";330;2,24983567834306;0,0247429107127184;2,24131130485887;0,996211112853154;0,0162185372285295;0,655482187073198;0,00852437348418889
"bee";330;2,24983567834306;0,0617957549141934;2,23434701204653;0,993115645535528;0,0463070886176631;0,749357114933912;0,0154886662965303
"bell";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Bellerophon";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"bird";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"bird.trap";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"boar";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Boeotian.shield";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"bone";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"border.of.rays";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"bow";330;2,24983567834306;0,135003431927504;2,2006217135366;0,978125529219667;0,0857894671210375;0,635461379730747;0,0492139648064662
"bow.case";330;2,24983567834306;0,0617957549141934;2,23569542613421;0,993714984456435;0,0476555027053407;0,771177611981807;0,0141402522088527
"bow.drill";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"boy";330;2,24983567834306;0,0442600020458075;2,23145561461811;0,991830486154221;0,0258799383208568;0,584725194862666;0,0183800637249507
"branch";330;2,24983567834306;0,0247429107127184;2,2335489352186;0,992760918816764;0,00845616758825285;0,341761229567312;0,0162867431244655
"buckler";330;2,24983567834306;0,0442600020458075;2,24044452820098;0,995825850646568;0,0348688519037239;0,787818578671459;0,00939115014208358
"bucranium";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"bud";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"bull";330;2,24983567834306;0,257318640543832;2,14056195096434;0,95143035181165;0,148044913165112;0,575336916331539;0,10927372737872
"calf";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"cap";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"cart";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"celery";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"chariot";330;2,24983567834306;0,0933195573779644;2,1996862597323;0,977709741607575;0,0431701387672012;0,462605481425001;0,0501494186107632
"charioteer";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"chimaera";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"cicada";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"cippus";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"circle";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"city.goddess";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"club";330;2,24983567834306;0,303059385254373;2,16582119437256;0,962657502154833;0,219044901283867;0,722778808186428;0,0840144839705057
"cock";330;2,24983567834306;0,0442600020458075;2,23714412511947;0,994358897698279;0,0315684488222128;0,713250053389979;0,0126915532235947
"cockle.shell";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"column.capital";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"conch.shell";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"corn";330;2,24983567834306;0,19518096180778;2,19221608926825;0,9743894233568;0,13756137273297;0,704788886471644;0,0576195890748101
"cornucopiae";330;2,24983567834306;0,0247429107127184;2,24352117238217;0,997193347931285;0,0184284047518291;0,744795346262817;0,00631450596088934
"cow";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"crab";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"crane";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"crayfish";330;2,24983567834306;0,160220832403096;2,16564109402783;0,962577451710945;0,0760262480878651;0,474509131849921;0,0841945843152314
"crepundia";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"crescent";330;2,24983567834306;0,0780397770903951;2,23816796588902;0,994813971275168;0,066372064636357;0,850490187324303;0,0116677124540381
"Cretan.bull";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"crook";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"cross";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"cross.hatch.pattern";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"crow";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"cup";330;2,24983567834306;0,0442600020458075;2,241268189767;0,996191949190543;0,0356925134697472;0,806428192949625;0,00856748857606027
"cuttlefish";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"dagger";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"date.palm";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"deer";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"deity";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"Demeter";330;2,24983567834306;0,121692402678063;2,21454076401957;0,984312225704642;0,0863974883545731;0,709966164306391;0,0352949143234897
"dented.ornament";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"diamond";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Dione";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Dionysos";330;2,24983567834306;0,121692402678063;2,16641846873089;0,962922976813307;0,0382751930658873;0,314524097014867;0,0834172096121755
"disc";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"discobolos";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"dog";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"dolphin";330;2,24983567834306;0,416794962287959;2,10866968688347;0,937254976966338;0,275628970828368;0,661305907622605;0,141165991459591
"donkey";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"dotted.square.ornament";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"double.axe";330;2,24983567834306;0,0442600020458075;2,23345436016309;0,992718882388763;0,0278786838658345;0,629884378156627;0,016381318179973
"double.volute";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"dove";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"drinking.cup";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"eagle";330;2,24983567834306;0,653935554347651;1,95736504264878;0,87000355692213;0,361464918653366;0,552753121083857;0,292470635694285
"eel";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Egyptian.attendant";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Enodia";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"eye";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"fig.leaf";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"figure";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"fir.tree";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"fish";330;2,24983567834306;0,0247429107127184;2,24170059428138;0,996384143010979;0,0166078266510334;0,671215559230736;0,00813508406168495
"flail";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"floral.ornament";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"flower";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"fly";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"fort";330;2,24983567834306;0,0247429107127184;2,23449882822317;0,99318312431991;0,00940606059282301;0,380151741322337;0,0153368501198954
"galley";330;2,24983567834306;0,0247429107127184;2,22509276763034;0,989002347615475;0;0;0,0247429107127184
"girl";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"goat";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"goddess";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"goose";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"gorgoneion";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"grain";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"grapes";330;2,24983567834306;0,0780397770903951;2,23232278155388;0,99221592183031;0,0605268803012153;0,775590122856268;0,0175128967891798
"grasshopper";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Great.King.of.Persia";330;2,24983567834306;0,0247429107127184;2,22509276763034;0,989002347615475;0;0;0,0247429107127184
"griffin";330;2,24983567834306;0,107827959611002;2,2361981074267;0,993938414681729;0,0941903886946354;0,87352472433342;0,0136375709163663
"hammer";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"hare";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Harmonia";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"harpy";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Hecate";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Helios";330;2,24983567834306;0,0933195573779644;2,22515736320919;0,989031058858466;0,0686412422440967;0,735550448081155;0,0246783151338676
"hen";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Hephaestus";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"Hera";330;2,24983567834306;0,0247429107127184;2,23030440056689;0,991318798095263;0,00521163293654103;0,210631360111652;0,0195312777761774
"Heracles";330;2,24983567834306;0,658109987543114;1,98451132722368;0,882069453483469;0,392785636423727;0,596838892979109;0,265324351119387
"herd";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"herm";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Hermes";330;2,24983567834306;0,0442600020458075;2,24044452820098;0,995825850646568;0,0348688519037239;0,787818578671459;0,00939115014208358
"hippocamp";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"hoplite";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"horned.skull";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"horse";330;2,24983567834306;0,206192050633232;2,20047453280195;0,978060110782195;0,156830905092121;0,760605972007558;0,0493611455411109
"horse.rein";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"hound";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"hunter";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"hydria";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"incense.burner";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"incuse.square";330;2,24983567834306;0,23759255664385;2,09434445095842;0,930887740433043;0,0821013292592032;0,345555140358511;0,155491227384647
"Iocastus";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Ionic.capital";330;2,24983567834306;0,0247429107127184;2,24131130485887;0,996211112853154;0,0162185372285295;0,655482187073198;0,00852437348418889
"Ionic.column";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"ivy";330;2,24983567834306;0,0442600020458075;2,23351493636954;0,992745807113546;0,0279392600722801;0,631253022613148;0,0163207419735274
"javelin";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"jug";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"kantharos";330;2,24983567834306;0,135003431927504;2,18551429505765;0,971410630605351;0,0706820486420927;0,523557420970221;0,064321383285411
"ketos";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"king";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"kithara";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Kore";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"krater";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"labyrinth";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"ladle";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"lagobolon";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"laurel";330;2,24983567834306;0,0442600020458075;2,24022261827761;0,99572721681055;0,0346469419803586;0,782804798438559;0,00961306006544893
"leaf";330;2,24983567834306;0,0442600020458075;2,23840204017682;0,994918011890244;0,0328263638795629;0,741671088166441;0,0114336381662445
"Leucaspis";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"libation.vessel";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"linear.circle.ornament";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"linear.square.ornament";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"lion";330;2,24983567834306;0,147828733540731;2,2140331396234;0,984086598383919;0,11202619482107;0,757810691723229;0,0358025387196612
"lion.mask";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"lizard";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"locust";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"lotus";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Lucilla";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"lyre";330;2,24983567834306;0,0617957549141934;2,23951660198363;0,995413408873027;0,0514766785547573;0,833013183935294;0,0103190763594361
"Macedonian.man";330;2,24983567834306;0,0247429107127184;2,24131130485887;0,996211112853154;0,0162185372285295;0,655482187073198;0,00852437348418889
"Maenad";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"male.pubes";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"man";330;2,24983567834306;0,107827959611002;2,22122647586526;0,987283870216305;0,0792187571332028;0,734677326910303;0,0286092024777989
"man.headed.bull";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"man.headed.goat";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"marsh.bird";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Medea";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Medusa";330;2,24983567834306;0,147828733540731;2,16657478268418;0,962992454755539;0,0645678378818464;0,436774612995356;0,0832608956588845
"Melquarth";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Minotaur";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"monster";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"mule";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"murex.shell";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"mussel.shell";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"nail.studded.square";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"naval.standard";330;2,24983567834306;0,0247429107127184;2,24131130485887;0,996211112853154;0,0162185372285295;0,655482187073198;0,00852437348418889
"Nike";330;2,24983567834306;0,266856446712373;2,1100013690247;0,937846878923464;0,127022137394006;0,475994261929578;0,139834309318367
"nymph";330;2,24983567834306;0,0617957549141934;2,22509270609101;0,989002320262663;0,037052782662141;0,599600777004677;0,0247429722520525
"nymph.Cyane";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"nymph.Cyme";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"nymph.Euboea";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"nymph.Hesperia";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"nymph.Histiaea";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"nymph.Kamarina";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"nymph.Larissa";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"nymph.Peirene";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"nymph.Segesta";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"nymph.Sinope";330;2,24983567834306;0,0442600020458075;2,22131961283897;0,987325267450158;0,0157439365417171;0,355714772119141;0,0285160655040904
"nymph.Terina";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"obelisk";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"octopus";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"oenochoe";330;2,24983567834306;0,0247429107127184;2,2407203050814;0,995948427100961;0,0156275374510533;0,63159656648724;0,00911537326166512
"oikist";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"olive";330;2,24983567834306;0,0442600020458075;2,23504671290877;0,993426646409491;0,0294710366115165;0,665861618827199;0,014788965434291
"omphalos";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"owl";330;2,24983567834306;0,0780397770903951;2,23090981416403;0,991587890457416;0,0591139129113594;0,757484389568239;0,0189258641790357
"ox";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Palladium";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Pallas";330;2,24983567834306;0,0247429107127184;2,24131130485887;0,996211112853154;0,0162185372285295;0,655482187073198;0,00852437348418889
"palm";330;2,24983567834306;0,160220832403096;2,18166562070597;0,969699983739571;0,0920507747660078;0,574524382287685;0,0681700576370887
"palmette";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Pan";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"panther";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"parsley";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"pattern";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"patterned.incuse";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Pegasus";330;2,24983567834306;0,183865543292359;2,2128043439831;0,983540427100331;0,146834208932396;0,798595573173373;0,037031334359964
"pellet";330;2,24983567834306;0,0617957549141934;2,24133718008442;0,996222613793333;0,053297256655553;0,862474400216632;0,00849849825864046
"Pelorias";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"pendent";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"pentagram";330;2,24983567834306;0,0247429107127184;2,24170059428138;0,996384143010979;0,0166078266510334;0,671215559230736;0,00813508406168495
"Persephone";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"Persephone.Tanit";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Persian.attendant";330;2,24983567834306;0,0247429107127184;2,22509276763034;0,989002347615475;0;0;0,0247429107127184
"Persian.god.Ana";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"petals";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"phallus";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Philoctetes";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"pipes";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"pistrix";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"plane.leaf";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"plant";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"plate";330;2,24983567834306;0,0247429107127184;2,2407203050814;0,995948427100961;0,0156275374510533;0,63159656648724;0,00911537326166512
"plough";330;2,24983567834306;0,0442600020458075;2,24406905706778;0,997436870020867;0,038493380770523;0,869710325152804;0,00576662127528449
"pomegranate";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"poppy";330;2,24983567834306;0,0247429107127184;2,24131130485887;0,996211112853154;0,0162185372285295;0,655482187073198;0,00852437348418889
"Poseidon";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"prawn";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Prokles.I...Eurysthenes";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"pyramid";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"quiver";330;2,24983567834306;0,0780397770903951;2,23566994118654;0,993703656985759;0,0638740399338706;0,818480553319418;0,0141657371565245
"race.torch";330;2,24983567834306;0,0442600020458075;2,23714412511947;0,994358897698279;0,0315684488222128;0,713250053389979;0,0126915532235947
"ram";330;2,24983567834306;0,0617957549141934;2,23582690947961;0,993773425766913;0,0477869860507423;0,77330532035893;0,0140087688634511
"raven";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"rhyton";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"rider";330;2,24983567834306;0,396410132703673;2,11428913022774;0,939752689754145;0,260863584588346;0,658064875408592;0,135546548115327
"ring.ornament";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"river.god";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"river.god.Acheloos";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"river.god.Amenanos";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"river.god.Gelas";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"river.god.Hippoaris";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"river.god.Hypsas";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"river.god.Selinus";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"rock";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"rose";330;2,24983567834306;0,0933195573779644;2,22207887005105;0,987662739746195;0,0655627490859514;0,702561723695367;0,0277568082920134
"rosette";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"rudder";330;2,24983567834306;0,0247429107127184;2,24131130485887;0,996211112853154;0,0162185372285295;0,655482187073198;0,00852437348418889
"sandal";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Sarapis";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"satrap";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"satrap.Datames";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"satyr";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Satyra";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"scallop.shell";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"sceptre";330;2,24983567834306;0,583930731986805;1,88948685270488;0,839833269110761;0,223581906348623;0,382891144618973;0,360348825638181
"scorpion";330;2,24983567834306;0,0617957549141934;2,2290144328439;0,990745437233669;0,0409745094150358;0,663063498001294;0,0208212454991576
"scroll";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"scrotum";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Scylla";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"sea.eagle";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"sea.horse";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"sea.turtle";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"seal";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"serpent";330;2,24983567834306;0,227381086896745;2,14720679074088;0,954383829632498;0,124752199294563;0,548648091172216;0,102628887602182
"shell";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"shield";330;2,24983567834306;0,19518096180778;2,1334128490023;0,948252741095074;0,0787581324670206;0,403513394634175;0,116422829340759
"ship";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"ship.back";330;2,24983567834306;0,0617957549141934;2,2355052607904;0,9936304603529;0,047465337361527;0,768100291475281;0,0143304175526664
"ship.front";330;2,24983567834306;0,0442600020458075;2,24061190770012;0,995900246968375;0,0350362314028625;0,791600311418903;0,009223770642945
"shrine";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"sickle";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"sickle.shaped.harbour";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Sikelia";330;2,24983567834306;0,0247429107127184;2,24515774364904;0,997920766063471;0,0200649760186935;0,810938383590402;0,00467793469402489
"Silenus";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"Silenus.mask";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"silphium";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"siren";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"slinger";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"solar.disc";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"spear";330;2,24983567834306;0,247567659567237;2,1852801666274;0,971306565925202;0,183012147851572;0,739240933858194;0,0645555117156653
"spearhead";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"spheric.ornament";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"sphinx";330;2,24983567834306;0,0247429107127184;2,24352117238217;0,997193347931285;0,0184284047518291;0,744795346262817;0,00631450596088934
"spiral";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
"square";330;2,24983567834306;0;2,24983567834306;1;0;NA;0
