"";"DATE";"HDenomination";"HMotifs";"CEDenominationsMotifs";"NormCEDenominationsMotifs";"CEMotifsDenominations";"NormCEMotifsDenominations";"MI"
"Cretan.bull";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"crook";4;2,42656003462673;0,0149298354277976;2,42473693748634;0,999248690692019;0,0131067382874068;0,877888999566843;0,00182309714039075
"cross";4;2,42656003462673;0,00818673666705916;2,42463132214762;0,999205165975046;0,00625802418794397;0,764410099218689;0,00192871247911519
"cross.hatch.pattern";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"crow";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"cup";4;2,42656003462673;0,053063967432931;2,41752382808259;0,996276124878349;0,0440277608887909;0,829711064187555;0,00903620654414006
"cuttlefish";4;2,42656003462673;0,0379172945327628;2,40726578518998;0,99204872364111;0,0186230450960094;0,491149100311416;0,0192942494367543
"dagger";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"date.palm";4;2,42656003462673;0,0149298354277976;2,42460438704667;0,999194065857777;0,0129741878477372;0,869010774464452;0,00195564758006039
"deer";4;2,42656003462673;0,00818673666705916;2,42522201205914;0,999448592843983;0,00684871409946108;0,836562158768114;0,00133802256759807
"deity";4;2,42656003462673;0,0211273661377342;2,41943690695931;0,997064516201628;0,0140042384703101;0,662848287808956;0,00712312766742418
"Demeter";4;2,42656003462673;0,0846953496181344;2,40691396632929;0,991903736970405;0,0650492813206931;0,768038406051578;0,0196460682974413
"dented.ornament";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"diamond";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Dione";4;2,42656003462673;0,00818673666705916;2,42522201205914;0,999448592843983;0,00684871409946108;0,836562158768114;0,00133802256759807
"Dionysos";4;2,42656003462673;0,109093379885545;2,40958274291037;0,993003555867522;0,0921160881691767;0,844378350600377;0,0169772917163691
"disc";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"discobolos";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"dog";4;2,42656003462673;0,0269702226383917;2,42295259247928;0,998513351371498;0,0233627804909355;0,866243516198454;0,00360744214745612
"dolphin";4;2,42656003462673;0,458565506654241;2,37111912819287;0,977152468662333;0,403124600220376;0,879099265798751;0,0554409064338657
"donkey";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"dotted.square.ornament";4;2,42656003462673;0,0149298354277976;2,42407282633588;0,998975006488458;0,0124426271369389;0,833406851476219;0,00248720829085869
"double.axe";4;2,42656003462673;0,0578581504785065;2,41765250331618;0,99632915271683;0,0489506191679485;0,846045349931;0,00890753131055799
"double.volute";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"dove";4;2,42656003462673;0,0269702226383917;2,42116557808323;0,997776911979704;0,0215757660948839;0,79998472330633;0,00539445654350779
"drinking.cup";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"eagle";4;2,42656003462673;0,456924176754923;2,36553981863239;0,974853201600785;0,395903960760573;0,866454394189173;0,0610202159943496
"eel";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Egyptian.attendant";4;2,42656003462673;0,00818673666705916;2,41981585192546;0,997220681703714;0,0014425539657843;0,176206225319141;0,00674418270127486
"Enodia";4;2,42656003462673;0,00818673666705916;2,42421112689012;0,999032000979537;0,00583782893044482;0,713083755818652;0,00234890773661434
"eye";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"fig.leaf";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"figure";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"fir.tree";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"fish";4;2,42656003462673;0,0760690563565261;2,41439756499899;0,99498777303912;0,0639065867287769;0,840112784221416;0,0121624696277491
"flail";4;2,42656003462673;0,0149298354277976;2,42473693748634;0,999248690692019;0,0131067382874068;0,877888999566843;0,00182309714039075
"floral.ornament";4;2,42656003462673;0,0269702226383917;2,41558165820732;0,995475744979413;0,0159918462189772;0,592944538626577;0,0109783764194145
"flower";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"fly";4;2,42656003462673;0,0211273661377342;2,41990171344484;0,997256065752803;0,0144690449558436;0,684848497513437;0,00665832118189069
"fort";4;2,42656003462673;0,0211273661377342;2,4201677603325;0,997365705277011;0,0147350918435007;0,697441022578926;0,00639227429423439
"galley";4;2,42656003462673;0,0379172945327628;2,40438067725841;0,990859753291974;0,0157379371644391;0,415059601650654;0,0221793573683247
"girl";4;2,42656003462673;0,00818673666705916;2,42463132214762;0,999205165975046;0,00625802418794397;0,764410099218689;0,00192871247911519
"goat";4;2,42656003462673;0,0716451584138298;2,41147649007455;0,993783980475676;0,0565616138616454;0,789468752863099;0,0150835445521853
"goddess";4;2,42656003462673;0,00818673666705916;2,42463132214762;0,999205165975046;0,00625802418794397;0,764410099218689;0,00192871247911519
"goose";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"gorgoneion";4;2,42656003462673;0,0846953496181344;2,40594089553802;0,991502728638696;0,0640762105294179;0,756549336159755;0,0206191390887174
"grain";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"grapes";4;2,42656003462673;0,149516346999441;2,40923047445499;0,99285838391614;0,1321867868277;0,884095883028724;0,0173295601717411
"grasshopper";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Great.King.of.Persia";4;2,42656003462673;0,0325490661614367;2,40626191596185;0,991635023088143;0,0122509474965495;0,376383993193148;0,0202981186648881
"griffin";4;2,42656003462673;0,142505867392738;2,4105768612262;0,993413238010822;0,1265226939922;0,887841997715862;0,0159831734005369
"hammer";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"hare";4;2,42656003462673;0,0211273661377342;2,42189280426292;0,998076606266809;0,0164601357739205;0,779090761556031;0,00466723036381378
"Harmonia";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"harpy";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Hecate";4;2,42656003462673;0,0149298354277976;2,41973646245808;0,997187964826223;0,00810626325914665;0,542957308427778;0,00682357216865093
"Helios";4;2,42656003462673;0,0431101908588944;2,42140966507113;0,99787750169701;0,0379598213032954;0,880530114736516;0,00515036955559989
"hen";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Hephaestus";4;2,42656003462673;0,00818673666705916;2,42522201205914;0,999448592843983;0,00684871409946108;0,836562158768114;0,00133802256759807
"Hera";4;2,42656003462673;0,0971468238973507;2,40721281354774;0,992026893708413;0,0777996028183541;0,800845562388743;0,0193472210789958
"Heracles";4;2,42656003462673;0,460199222687899;2,37628177794685;0,97928002770901;0,409920966008008;0,890746758792358;0,0502782566798894
"herd";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"herm";4;2,42656003462673;0,0211273661377342;2,42250408048287;0,998328516877394;0,0170714119938653;0,808023673304697;0,00405595414386895
"Hermes";4;2,42656003462673;0,0716451584138298;2,41524030393203;0,995335070827353;0,0603254277191221;0,842002852037485;0,0113197306947086
"hippocamp";4;2,42656003462673;0,0930564108792611;2,40589809515057;0,991485090341338;0,0723944714030944;0,777963288279244;0,0206619394761658
"hoplite";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"horned.skull";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"horse";4;2,42656003462673;0,252911590547487;2,40827106902537;0,992463007162244;0,234622624946121;0,927686328800609;0,0182889656013661
"horse.rein";4;2,42656003462673;0,0149298354277976;2,42407282633588;0,998975006488458;0,0124426271369389;0,833406851476219;0,00248720829085869
"hound";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"hunter";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"hydria";4;2,42656003462673;0,0149298354277976;2,42272758876613;0,998420625986615;0,0110973895671886;0,743302873019392;0,00383244586060894
"incense.burner";4;2,42656003462673;0,0431101908588944;2,41854730430025;0,996697905589748;0,0350974605324144;0,814133731100685;0,00801273032648098
"incuse.square";4;2,42656003462673;0,241990840710103;2,37895076376208;0,980379932832784;0,194381569845445;0,803260029491395;0,0476092708646574
"Iocastus";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Ionic.capital";4;2,42656003462673;0,0325490661614367;2,42102267122804;0,997718019204274;0,027011702762743;0,82987642806004;0,00553736339869371
"Ionic.column";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"ivy";4;2,42656003462673;0,0804174648083675;2,41489130832379;0,995191247635981;0,0687487385054242;0,854898107883038;0,0116687263029442
"javelin";4;2,42656003462673;0,00818673666705916;2,42522201205914;0,999448592843983;0,00684871409946108;0,836562158768114;0,00133802256759807
"jug";4;2,42656003462673;0,00818673666705916;2,42522201205914;0,999448592843983;0,00684871409946108;0,836562158768114;0,00133802256759807
"kantharos";4;2,42656003462673;0,120602940078793;2,40864898900067;0,992618750259429;0,102691894452726;0,851487487665182;0,017911045626068
"ketos";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"king";4;2,42656003462673;0,0149298354277976;2,42388114669549;0,998896014154597;0,0122509474965495;0,820568154002537;0,00267888793124804
"kithara";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Kore";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"krater";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"labyrinth";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"ladle";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"lagobolon";4;2,42656003462673;0,0149298354277976;2,41983898907417;0,997230216662;0,00820878987523432;0,549824538584701;0,00672104555256503
"laurel";4;2,42656003462673;0,0379172945327628;2,42069139661388;0,997581498941256;0,0320486565199127;0,845225296657723;0,00586863801285098
"leaf";4;2,42656003462673;0,0211273661377342;2,42209313866702;0,998159165280902;0,0166604701780182;0,78857298488627;0,00446689595971606
"Leucaspis";4;2,42656003462673;0,0149298354277976;2,42136229902308;0,997857981863427;0,00973209982414414;0,6518558005016;0,00519773560365433
"libation.vessel";4;2,42656003462673;0,0211273661377342;2,42075629177304;0,997608242627061;0,0153236232840372;0,725297378960489;0,005803742853697
"linear.circle.ornament";4;2,42656003462673;0,00818673666705916;2,42522201205914;0,999448592843983;0,00684871409946108;0,836562158768114;0,00133802256759807
"linear.square.ornament";4;2,42656003462673;0,0578581504785065;2,39396070823635;0,986565621321873;0,025258824088124;0,436564665120211;0,0325993263903834
"lion";4;2,42656003462673;0,233615500709691;2,39956212196349;0,988873997643581;0,206617588046441;0,884434412180554;0,0269979126632496
"lion.mask";4;2,42656003462673;0,0211273661377342;2,41912616995133;0,996936459609769;0,0136935014623338;0,648140491013536;0,00743386467540041
"lizard";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"locust";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"lotus";4;2,42656003462673;0,0149298354277976;2,42269675633948;0,998407919757959;0,0110665571405413;0,74123771786102;0,0038632782872563
"Lucilla";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"lyre";4;2,42656003462673;0,0971468238973507;2,40560772170365;0,991365425695593;0,076194510974263;0,784323232788065;0,0209523129230895
"Macedonian.man";4;2,42656003462673;0,00818673666705916;2,42463132214762;0,999205165975046;0,00625802418794397;0,764410099218689;0,00192871247911519
"Maenad";4;2,42656003462673;0,0149298354277976;2,42473693748634;0,999248690692019;0,0131067382874068;0,877888999566843;0,00182309714039075
"male.pubes";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"man";4;2,42656003462673;0,109093379885545;2,41373427239452;0,994714426163295;0,0962676176533286;0,882433175636574;0,0128257622322172
"man.headed.bull";4;2,42656003462673;0,0760690563565261;2,40377414650916;0,990609798318435;0,0532831682389556;0,700457857518623;0,0227858881175704
"man.headed.goat";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"marsh.bird";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Medea";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Medusa";4;2,42656003462673;0,053063967432931;2,40293114830615;0,990262393683486;0,02943508111235;0,554709392009821;0,0236288863205809
"Melquarth";4;2,42656003462673;0,00818673666705916;2,42463132214762;0,999205165975046;0,00625802418794397;0,764410099218689;0,00192871247911519
"Minotaur";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"monster";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"mule";4;2,42656003462673;0,00818673666705916;2,42449877170795;0,999150541140804;0,00612547374827432;0,74821922304174;0,00206126291878483
"murex.shell";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"mussel.shell";4;2,42656003462673;0,0149298354277976;2,42185289709334;0,998060160281953;0,0102226978944033;0,684716046860763;0,00470713753339425
"nail.studded.square";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"naval.standard";4;2,42656003462673;0,00818673666705916;2,42463132214762;0,999205165975046;0,00625802418794397;0,764410099218689;0,00192871247911519
"Nike";4;2,42656003462673;0,258270830324529;2,34572722990549;0,966688314499635;0,177438025603289;0,687023096570101;0,0808328047212399
"nymph";4;2,42656003462673;0,109093379885545;2,39970092574141;0,988931199516167;0,0822342710002202;0,753797078122395;0,0268591088853265
"nymph.Cyane";4;2,42656003462673;0,00818673666705916;2,42136061765585;0,997857288961866;0,00298731969617005;0,364897494283661;0,0051994169708891
"nymph.Cyme";4;2,42656003462673;0,0149298354277976;2,42185289709334;0,998060160281953;0,0102226978944033;0,684716046860763;0,00470713753339425
"nymph.Euboea";4;2,42656003462673;0,00818673666705916;2,42396721099715;0,998931481771486;0,0055939130374778;0,683289723973405;0,00259282362958135
"nymph.Hesperia";4;2,42656003462673;0,00818673666705916;2,42321266333892;0,998620528138579;0,0048393653792429;0,591122638488542;0,00334737128781626
"nymph.Histiaea";4;2,42656003462673;0,00818673666705916;2,42522201205914;0,999448592843983;0,00684871409946108;0,836562158768114;0,00133802256759807
"nymph.Kamarina";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"nymph.Larissa";4;2,42656003462673;0,0971468238973507;2,40471572107601;0,990997826866426;0,0753025103466287;0,775141248325281;0,021844313550722
"nymph.Peirene";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"nymph.Segesta";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"nymph.Sinope";4;2,42656003462673;0,0269702226383917;2,41463376320928;0,995085111743676;0,0150439512209397;0,557798555193419;0,011926271417452
"nymph.Terina";4;2,42656003462673;0,00818673666705916;2,42463132214762;0,999205165975046;0,00625802418794397;0,764410099218689;0,00192871247911519
"obelisk";4;2,42656003462673;0,0149298354277976;2,42473693748634;0,999248690692019;0,0131067382874068;0,877888999566843;0,00182309714039075
"octopus";4;2,42656003462673;0,0269702226383917;2,42119083249411;0,997787319474481;0,02160102050577;0,800921104560007;0,00536920213262171
"oenochoe";4;2,42656003462673;0,0481528319506328;2,41685237567805;0,995999415299782;0,0384451730019455;0,798399002604047;0,0097076589486873
"oikist";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"olive";4;2,42656003462673;0,10516269831431;2,41343381833236;0,994590607235319;0,0920364820199362;0,875181822977359;0,013126216294375
"omphalos";4;2,42656003462673;0,00818673666705916;2,41981585192546;0,997220681703715;0,00144255396578608;0,176206225319358;0,00674418270127308
"owl";4;2,42656003462673;0,112975637758837;2,40786819246237;0,992296979305009;0,0942837955944684;0,834549797326488;0,0186918421643689
"ox";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Palladium";4;2,42656003462673;0,00818673666705916;2,42421112689012;0,999032000979537;0,00583782893044482;0,713083755818652;0,00234890773661434
"Pallas";4;2,42656003462673;0,00818673666705916;2,42463132214762;0,999205165975046;0,00625802418794397;0,764410099218689;0,00192871247911519
"palm";4;2,42656003462673;0,128059124175437;2,37708821483406;0,979612365205591;0,0785873043827596;0,613679852090018;0,0494718197926787
"palmette";4;2,42656003462673;0,0269702226383917;2,42334291215879;0,998674204461445;0,0237531001704472;0,880715761561235;0,00321712246794448
"Pan";4;2,42656003462673;0,0760690563565261;2,40825922595145;0,992458126560177;0,0577682476812384;0,759418486940156;0,0183008086752867
"panther";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"parsley";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"pattern";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"patterned.incuse";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Pegasus";4;2,42656003462673;0,271388231857175;2,33793143899376;0,963475622128339;0,182759636224199;0,673425059640686;0,0886285956329775
"pellet";4;2,42656003462673;0,053063967432931;2,41492913346114;0,995206835602821;0,0414330662673397;0,780813577871049;0,0116309011655913
"Pelorias";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"pendent";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"pentagram";4;2,42656003462673;0,00818673666705916;2,42396721099715;0,998931481771486;0,0055939130374778;0,683289723973405;0,00259282362958135
"Persephone";4;2,42656003462673;0,0804174648083675;2,41337818566229;0,99456768067703;0,0672356158439191;0,836082261535347;0,0131818489644484
"Persephone.Tanit";4;2,42656003462673;0,0325490661614367;2,41618513153461;0,995724439970957;0,0221741630693142;0,681253433180997;0,0103749030921225
"Persian.attendant";4;2,42656003462673;0,00818673666705916;2,41981585192546;0,997220681703714;0,0014425539657843;0,176206225319141;0,00674418270127486
"Persian.god.Ana";4;2,42656003462673;0,00818673666705916;2,42463132214762;0,999205165975046;0,00625802418794397;0,764410099218689;0,00192871247911519
"petals";4;2,42656003462673;0,00818673666705916;2,42136061765584;0,997857288961866;0,00298731969616917;0,364897494283552;0,00519941697088999
"phallus";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Philoctetes";4;2,42656003462673;0,00818673666705916;2,42522201205914;0,999448592843983;0,00684871409946108;0,836562158768114;0,00133802256759807
"pipes";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"pistrix";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"plane.leaf";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"plant";4;2,42656003462673;0,00818673666705916;2,42449877170795;0,999150541140804;0,00612547374827432;0,74821922304174;0,00206126291878483
"plate";4;2,42656003462673;0,00818673666705916;2,42421112689012;0,999032000979537;0,00583782893044482;0,713083755818652;0,00234890773661434
"plough";4;2,42656003462673;0,0149298354277976;2,42460438704667;0,999194065857777;0,0129741878477372;0,869010774464452;0,00195564758006039
"pomegranate";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"poppy";4;2,42656003462673;0,00818673666705916;2,42463132214762;0,999205165975046;0,00625802418794397;0,764410099218689;0,00192871247911519
"Poseidon";4;2,42656003462673;0,0149298354277976;2,42431674222884;0,999075525696509;0,0126865430299068;0,849744331828733;0,00224329239789078
"prawn";4;2,42656003462673;0;2,42656003462673;1;0;NA;0
"Prokles.I...Eurysthenes";4;2,42656003462673;0,00818673666705916;2,42522201205914;0,999448592843983;0,00684871409946108;0,836562158768114;0,00133802256759807
"pyramid";4;2,42656003462673;0,00818673666705916;2,42449877170795;0,999150541140804;0,00612547374827432;0,74821922304174;0,00206126291878483
"quiver";4;2,42656003462673;0,0481528319506328;2,41935064437764;0,997028966872356;0,0409434417015389;0,850281074714668;0,00720939024909217
