"";"DATE";"HAuthority";"HMotifs";"CEAuthoritiesMotifs";"NormCEAuthoritiesMotifs";"CEMotifsAuthorities";"NormCEMotifsAuthorities";"MI"
"bucranium";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"bud";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"bull";370;3,64320686737963;0,366309116754934;3,40086710999442;0,933481746657028;0,123969359369721;0,338428266454145;0,242339757385213
"calf";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"cap";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"cart";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"celery";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"chariot";370;3,64320686737963;0,045249497301115;3,61214250676547;0,991473347041501;0,0141851366869483;0,313487166333642;0,0310643606141667
"charioteer";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"chimaera";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"cicada";370;3,64320686737963;0,0253084751753008;3,62833610360664;0,995918221414726;0,0104377114023082;0,412419607661494;0,0148707637729926
"cippus";370;3,64320686737963;0,12425083738963;3,53059371836858;0,969089554035659;0,0116376883785771;0,0936628567104401;0,112613149011053
"circle";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"city.goddess";370;3,64320686737963;0,0253084751753008;3,63234112015531;0,997017532185281;0,014442727950978;0,570667645954153;0,0108657472243228
"club";370;3,64320686737963;0,252338669369889;3,47891895368643;0,95490568620624;0,0880507556766896;0,348938812654278;0,1642879136932
"cock";370;3,64320686737963;0,0631552329243554;3,6140037815527;0,991984236171596;0,033952147097422;0,537598319652916;0,0292030858269334
"cockle.shell";370;3,64320686737963;0,0253084751753008;3,63044985835844;0,996498412117244;0,0125514661541102;0,495939248302067;0,0127570090211906
"column.capital";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"conch.shell";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"corn";370;3,64320686737963;0,187570150716655;3,52563241412611;0,967727758117098;0,0699956974631286;0,373170769419835;0,117574453253527
"cornucopiae";370;3,64320686737963;0,045249497301115;3,62658523471645;0,995437636876452;0,0286278646379263;0,632667020528886;0,0166216326631887
"cow";370;3,64320686737963;0,045249497301115;3,61007894869855;0,990906934498366;0,0121215786200279;0,267883166510432;0,0331279186810871
"crab";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"crane";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"crayfish";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"crepundia";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"crescent";370;3,64320686737963;0,045249497301115;3,60839508148083;0,990444740810492;0,0104377114023082;0,230670217899879;0,0348117858988068
"Cretan.bull";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"crook";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"cross";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"cross.hatch.pattern";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"crow";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"cup";370;3,64320686737963;0,0797339247888109;3,59821179322365;0,987649596689427;0,0347388506328219;0,435684694122781;0,044995074155989
"cuttlefish";370;3,64320686737963;0,0253084751753008;3,63208352889128;0,996946827645735;0,0141851366869483;0,560489582588207;0,0111233384883525
"dagger";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"date.palm";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"deer";370;3,64320686737963;0,0253084751753008;3,62527114318844;0,995076940496631;0,00737275098410972;0,291315495423643;0,017935724191191
"deity";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Demeter";370;3,64320686737963;0,110117260682429;3,5731809452108;0,980779043101881;0,0400913385135939;0,364078603709682;0,0700259221688353
"dented.ornament";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"diamond";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Dione";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Dionysos";370;3,64320686737963;0,163501335253002;3,51803652838269;0,965642813171634;0,0383309962560534;0,234438429488909;0,125170338996949
"disc";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"discobolos";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"dog";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"dolphin";370;3,64320686737963;0,511954763483922;3,27509648490532;0,898959791229456;0,143844381009602;0,280970881158956;0,368110382474319
"donkey";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"dotted.square.ornament";370;3,64320686737963;0,0253084751753008;3,62325088008511;0,994522411704586;0,00535248788077158;0,211489939385808;0,0199559872945292
"double.axe";370;3,64320686737963;0,095321909634368;3,56394242138758;0,978243221184675;0,0160574636423156;0,168455119121178;0,0792644459920524
"double.volute";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"dove";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"drinking.cup";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"eagle";370;3,64320686737963;0,366309116754934;3,32966413131829;0,913937707224719;0,0527663806935936;0,144048778149562;0,31354273606134
"eel";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Egyptian.attendant";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Enodia";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"eye";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"fig.leaf";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"figure";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"fir.tree";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"fish";370;3,64320686737963;0,0797339247888109;3,5799096552902;0,982625962676953;0,0164367126993774;0,206144533119533;0,0632972120894335
"flail";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"floral.ornament";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"flower";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"fly";370;3,64320686737963;0,0253084751753008;3,62658310486254;0,995437052266798;0,00868471265820547;0,343154322733798;0,0166237625170953
"fort";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"galley";370;3,64320686737963;0,045249497301115;3,59795737007852;0,987579761746096;0;0;0,045249497301115
"girl";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"goat";370;3,64320686737963;0,0631552329243554;3,58005163445528;0,982664933608401;0;0;0,0631552329243554
"goddess";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"goose";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"gorgoneion";370;3,64320686737963;0,163501335253002;3,53809144825947;0,971147556823812;0,0583859161328326;0,357097488179446;0,10511541912017
"grain";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"grapes";370;3,64320686737963;0,110117260682429;3,5707624982089;0,980115219418533;0,0376728915116926;0,342116134003176;0,0724443691707362
"grasshopper";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Great.King.of.Persia";370;3,64320686737963;0,045249497301115;3,59795737007852;0,987579761746096;0;0;0,045249497301115
"griffin";370;3,64320686737963;0,163501335253002;3,5142462499266;0,964602444454166;0,0345407177999695;0,211256487578655;0,128960617453033
"hammer";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"hare";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Harmonia";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"harpy";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Hecate";370;3,64320686737963;0,0253084751753008;3,63001997082436;0,9963804151026;0,0121215786200279;0,478953336226977;0,0131868965552728
"Helios";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"hen";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Hephaestus";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Hera";370;3,64320686737963;0,0631552329243554;3,5947971364235;0,986712329901004;0,0147455019682194;0,23348028794195;0,048409730956136
"Heracles";370;3,64320686737963;0,416973887548858;3,30259219832564;0,906506909584583;0,0763592184948649;0,183127099262104;0,340614669053993
"herd";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"herm";370;3,64320686737963;0,045249497301115;3,61788158721674;0,993048629659312;0,0199242171382199;0,440319082566447;0,0253252801628951
"Hermes";370;3,64320686737963;0,0797339247888109;3,57084569357493;0,980138055169855;0,00737275098410972;0,0924669267647081;0,0723611738047012
"hippocamp";370;3,64320686737963;0,199083276037912;3,53327075318698;0,969824355795715;0,0891471618452564;0,447788300551574;0,109936114192655
"hoplite";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"horned.skull";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"horse";370;3,64320686737963;0,325930495408547;3,35860127005262;0,921880472976898;0,0413248980815322;0,126790523328393;0,284605597327015
"horse.rein";370;3,64320686737963;0,0253084751753008;3,63208352889128;0,996946827645735;0,0141851366869479;0,560489582588189;0,0111233384883529
"hound";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"hunter";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"hydria";370;3,64320686737963;0,0253084751753008;3,62953608058291;0,99624759523838;0,0116376883785771;0,459833644578267;0,0136707867967236
"incense.burner";370;3,64320686737963;0,0631552329243554;3,6140037815527;0,991984236171596;0,033952147097422;0,537598319652916;0,0292030858269334
"incuse.square";370;3,64320686737963;0,299759826362029;3,46702748706854;0,951641675390831;0,123580446050933;0,41226487068244;0,176179380311097
"Iocastus";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Ionic.capital";370;3,64320686737963;0,0253084751753008;3,63394829553244;0,997458675231953;0,016049903328109;0,634171091578544;0,00925857184719181
"Ionic.column";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"ivy";370;3,64320686737963;0,0797339247888109;3,59290264260197;0,98619232269568;0,0294297000111508;0,369098850822914;0,0503042247776602
"javelin";370;3,64320686737963;0,0253084751753008;3,62527114318844;0,995076940496631;0,00737275098410972;0,291315495423643;0,017935724191191
"jug";370;3,64320686737963;0,0253084751753008;3,62527114318844;0,995076940496631;0,00737275098410972;0,291315495423643;0,017935724191191
"kantharos";370;3,64320686737963;0,095321909634368;3,58217542779464;0,983247879737093;0,0342904700493771;0,359733351764638;0,0610314395849905
"ketos";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"king";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"kithara";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Kore";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"krater";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"labyrinth";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"ladle";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"lagobolon";370;3,64320686737963;0,045249497301115;3,60533012106263;0,989603459892398;0,00737275098410972;0,16293553351648;0,0378767463170053
"laurel";370;3,64320686737963;0,0253084751753008;3,62325088008511;0,994522411704586;0,00535248788077158;0,211489939385808;0,0199559872945292
"leaf";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Leucaspis";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"libation.vessel";370;3,64320686737963;0,0253084751753008;3,62898261702294;0,996095678649474;0,0110842248186058;0,437964940275154;0,0142242503566949
"linear.circle.ornament";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"linear.square.ornament";370;3,64320686737963;0,0631552329243554;3,58873634711348;0,985048743524869;0,00868471265820547;0,137513745988518;0,05447052026615
"lion";370;3,64320686737963;0,210283412286132;3,51694254024578;0,96534253153056;0,084019085152276;0,399551653831599;0,126264327133856
"lion.mask";370;3,64320686737963;0,0253084751753008;3,62898261702294;0,996095678649474;0,0110842248186058;0,437964940275154;0,0142242503566949
"lizard";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"locust";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"lotus";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Lucilla";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"lyre";370;3,64320686737963;0,095321909634368;3,55858993350681;0,976774051830418;0,0107049757615436;0,11230341274745;0,0846169338728244
"Macedonian.man";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Maenad";370;3,64320686737963;0,0253084751753008;3,62658310486254;0,995437052266798;0,00868471265820547;0,343154322733798;0,0166237625170953
"male.pubes";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"man";370;3,64320686737963;0,0797339247888109;3,61774001198305;0,993009769600346;0,0542670693922247;0,680602008943626;0,0254668553965862
"man.headed.bull";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"man.headed.goat";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"marsh.bird";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Medea";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Medusa";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Melquarth";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"Minotaur";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"monster";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"mule";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"murex.shell";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"mussel.shell";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"nail.studded.square";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"naval.standard";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Nike";370;3,64320686737963;0,187570150716655;3,50768723561313;0,96280210355884;0,0520505189501455;0,277498945068149;0,13551963176651
"nymph";370;3,64320686737963;0,137815629052755;3,50539123832688;0,962171890296233;0;0;0,137815629052755
"nymph.Cyane";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"nymph.Cyme";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"nymph.Euboea";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"nymph.Hesperia";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"nymph.Histiaea";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"nymph.Kamarina";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"nymph.Larissa";370;3,64320686737963;0,221191768309288;3,42201509907035;0,93928651971707;0;0;0,221191768309288
"nymph.Peirene";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"nymph.Segesta";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"nymph.Sinope";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"nymph.Terina";370;3,64320686737963;0,0253084751753008;3,62953608058291;0,99624759523838;0,0116376883785771;0,459833644578267;0,0136707867967236
"obelisk";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"octopus";370;3,64320686737963;0,0253084751753008;3,62658310486254;0,995437052266798;0,00868471265820547;0,343154322733798;0,0166237625170953
"oenochoe";370;3,64320686737963;0,0631552329243554;3,5999758515935;0,988133801521617;0,0199242171382199;0,31548006737754;0,0432310157861355
"oikist";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"olive";370;3,64320686737963;0,0797339247888109;3,60572280726052;0,989711245755838;0,0422498646696976;0,529885676411937;0,0374840601191133
"omphalos";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"owl";370;3,64320686737963;0,0631552329243554;3,60332701121243;0,989053639384501;0,0232753767571543;0,36854233100577;0,0398798561672011
"ox";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Palladium";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Pallas";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"palm";370;3,64320686737963;0,0253084751753008;3,62527114318844;0,995076940496631;0,00737275098410972;0,291315495423643;0,017935724191191
"palmette";370;3,64320686737963;0,0253084751753008;3,63394829553244;0,997458675231953;0,016049903328109;0,634171091578544;0,00925857184719181
"Pan";370;3,64320686737963;0,0631552329243554;3,58005163445528;0,982664933608401;0;0;0,0631552329243554
"panther";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"parsley";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"pattern";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"patterned.incuse";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Pegasus";370;3,64320686737963;0,350612539993194;3,30127904004465;0,906146469365623;0,00868471265820547;0,0247701142074783;0,341927827334989
"pellet";370;3,64320686737963;0,0631552329243554;3,6081458868473;0,990376341007077;0,02809425239202;0,444844411003441;0,0350609805323354
"Pelorias";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"pendent";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"pentagram";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Persephone";370;3,64320686737963;0,045249497301115;3,60330985795929;0,989048931100352;0,00535248788077158;0,118288339098072;0,0398970094203435
"Persephone.Tanit";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Persian.attendant";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Persian.god.Ana";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"petals";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"phallus";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Philoctetes";370;3,64320686737963;0,0253084751753008;3,62527114318844;0,995076940496631;0,00737275098410972;0,291315495423643;0,017935724191191
"pipes";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"pistrix";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"plane.leaf";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"plant";370;3,64320686737963;0,0253084751753008;3,62527114318844;0,995076940496631;0,00737275098410972;0,291315495423643;0,017935724191191
"plate";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"plough";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"pomegranate";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"poppy";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Poseidon";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"prawn";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Prokles.I...Eurysthenes";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"pyramid";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"quiver";370;3,64320686737963;0,045249497301115;3,61214250676547;0,991473347041501;0,0141851366869483;0,313487166333642;0,0310643606141667
"race.torch";370;3,64320686737963;0,0253084751753008;3,62325088008511;0,994522411704586;0,00535248788077158;0,211489939385808;0,0199559872945292
"ram";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"raven";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"rhyton";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"rider";370;3,64320686737963;0,163501335253002;3,51066377739858;0,963619115025332;0,0309582452719432;0,189345519558225;0,132543089981059
"ring.ornament";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"river.god";370;3,64320686737963;0,0253084751753008;3,62658310486254;0,995437052266798;0,00868471265820547;0,343154322733798;0,0166237625170953
"river.god.Acheloos";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"river.god.Amenanos";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"river.god.Gelas";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"river.god.Hippoaris";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"river.god.Hypsas";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"river.god.Selinus";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"rock";370;3,64320686737963;0,0253084751753008;3,63234112015531;0,997017532185281;0,014442727950978;0,570667645954153;0,0108657472243228
"rose";370;3,64320686737963;0,0253084751753008;3,63394829553244;0,997458675231953;0,016049903328109;0,634171091578544;0,00925857184719181
"rosette";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"rudder";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"sandal";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Sarapis";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"satrap";370;3,64320686737963;0,0253084751753008;3,62898261702294;0,996095678649474;0,0110842248186058;0,437964940275154;0,0142242503566949
"satrap.Datames";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"satyr";370;3,64320686737963;0,0797339247888109;3,58705843687866;0,984588184930228;0,0235854942878335;0,295802500006161;0,056148430500977
"Satyra";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"scallop.shell";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"sceptre";370;3,64320686737963;0,095321909634368;3,58010430941352;0,982679392012811;0,0322193516682514;0,338005730181415;0,0631025579661166
"scorpion";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"scroll";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"scrotum";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Scylla";370;3,64320686737963;0,12425083738963;3,55982480145922;0,977113002649673;0,0408687714692189;0,328921497253664;0,0833820659204116
"sea.eagle";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"sea.horse";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"sea.turtle";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"seal";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"serpent";370;3,64320686737963;0,0631552329243554;3,58742438543939;0,984688631754703;0,00737275098410972;0,116740143970975;0,0557824819402457
"shell";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"shield";370;3,64320686737963;0,0797339247888109;3,57765807927777;0,982007942318958;0,0141851366869483;0,177905913004033;0,0655487881018626
"ship";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"ship.back";370;3,64320686737963;0,0253084751753008;3,63394829553244;0,997458675231953;0,016049903328109;0,634171091578544;0,00925857184719181
"ship.front";370;3,64320686737963;0,0631552329243554;3,62309573188848;0,994479826091889;0,0430440974331971;0,681560267298095;0,0201111354911583
"shrine";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"sickle";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"sickle.shaped.harbour";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Sikelia";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Silenus";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Silenus.mask";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"silphium";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"siren";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"slinger";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"solar.disc";370;3,64320686737963;0,0253084751753008;3,62898261702294;0,996095678649474;0,0110842248186058;0,437964940275154;0,0142242503566949
"spear";370;3,64320686737963;0,150881147948234;3,5284736126085;0,968507620086461;0,0361478931771004;0,239578593274638;0,114733254771134
"spearhead";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"spheric.ornament";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"sphinx";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"spiral";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"square";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"stag";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"star";370;3,64320686737963;0,137815629052755;3,5886826548235;0,98503400587973;0,0832914164966247;0,604368438246877;0,0545242125561307
"starfish";370;3,64320686737963;0,0631552329243554;3,60903246979533;0,990619693355792;0,0289808353400494;0,458882565990396;0,0341743975843056
"steer";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"stool";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"stork";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"strigil";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"studded.cross.in.square";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Stymphalian.bird";370;3,64320686737963;0,0253084751753008;3,62527114318844;0,995076940496631;0,00737275098410972;0,291315495423643;0,017935724191191
"swan";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"swastika";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"swastika.shaped.incuse";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"swastika.shaped.labyrinth";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"swastika.pattern.incuse";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"sword";370;3,64320686737963;0,0631552329243554;3,58005163445528;0,982664933608401;0;0;0,0631552329243554
"symbol";370;3,64320686737963;0,0253084751753008;3,62527114318844;0,995076940496631;0,00737275098410972;0,291315495423643;0,017935724191191
"syrinx";370;3,64320686737963;0,0631552329243554;3,58005163445528;0,982664933608401;0;0;0,0631552329243554
"tablet";370;3,64320686737963;0,0253084751753008;3,62833610360664;0,995918221414726;0,0104377114023082;0,412419607661494;0,0148707637729926
"Tanit";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Taras";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Telephos";370;3,64320686737963;0,0253084751753008;3,62527114318844;0,995076940496631;0,00737275098410972;0,291315495423643;0,017935724191191
"tendril";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"tetraskeles";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"throne";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"thunderbolt";370;3,64320686737963;0,12425083738963;3,57219042578034;0,980507161908604;0,0532343957903354;0,428442953856327;0,0710164415992951
"torch";370;3,64320686737963;0,0253084751753008;3,63394829553244;0,997458675231953;0,016049903328109;0,634171091578544;0,00925857184719181
"tortoise";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"tree";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"tree.of.Hesperides";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"trefoil";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"triangle";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"triangle.incuse";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"trident";370;3,64320686737963;0,095321909634368;3,58780611276981;0,984793409590361;0,0399211550245413;0,418803559199236;0,0554007546098267
"tripod";370;3,64320686737963;0,095321909634368;3,59291569641343;0,986195905750919;0,0450307386681588;0,472407013674882;0,0502911709662088
"triskeles";370;3,64320686737963;0,12425083738963;3,55555986406476;0,975942347907925;0,0366038340747519;0,294596276723417;0,0876470033148786
"trophy";370;3,64320686737963;0,0253084751753008;3,62833610360664;0,995918221414726;0,0104377114023082;0,412419607661494;0,0148707637729926
"tunny";370;3,64320686737963;0,0253084751753008;3,61789839220433;0,99305324235033;0;0;0,0253084751753008
"turning.post";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"turtle";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"Tyche";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"vase";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
"vine";370;3,64320686737963;0,0797339247888109;3,56347294259082;0,978114357023553;0;0;0,0797339247888109
"warrior";370;3,64320686737963;0,0631552329243554;3,60014962430427;0,988181499255261;0,0200979898489915;0,318231584595119;0,043057243075364
"waves";370;3,64320686737963;0;3,64320686737963;1;0;NA;0
