"";"DATE";"HAuthority";"HMotifs";"CEAuthoritiesMotifs";"NormCEAuthoritiesMotifs";"CEMotifsAuthorities";"NormCEMotifsAuthorities";"MI"
"Arethusa.Artemis";4;4,15235283503768;0,0211273661377342;4,14350472900028;0,997869134346498;0,0122792601003301;0,581201651937053;0,00884810603740416
"arm";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"armour";4;4,15235283503768;0,0269702226383917;4,13831488133993;0,996619277249443;0,0129322689406397;0,479501749541764;0,0140379536977528
"arrow";4;4,15235283503768;0,0269702226383917;4,13995204858395;0,997013551847257;0,014569436184658;0,540204520370501;0,0124007864537337
"Artemis";4;4,15235283503768;0,0971468238973507;4,09455215006591;0,98608001601308;0,0393461389255831;0,405017244487147;0,0578006849717676
"Asclepius";4;4,15235283503768;0,0149298354277976;4,13742299960988;0,996404487763704;0;0;0,0149298354277976
"astragalos";4;4,15235283503768;0,00818673666705916;4,14783463307358;0,99891189353516;0,00366853470295947;0,448107084929273;0,00451820196409969
"Athena";4;4,15235283503768;0,434876598388706;3,92606450868091;0,945503589086327;0,208588272031939;0,479649336857387;0,226288326356767
"athlete";4;4,15235283503768;0,00818673666705916;4,15042412255857;0,999535513344907;0,00625802418794486;0,764410099218797;0,0019287124791143
"Attis...Actaeon";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Aurelius";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"axe";4;4,15235283503768;0,00818673666705916;4,14754885563796;0,998843070521565;0,0033827572673415;0,413199716188826;0,00480397939971766
"Baal";4;4,15235283503768;0,101181339437596;4,07568161757716;0,981535476269367;0,0245101219770802;0,242239548451491;0,0766712174605155
"balls";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"barley";4;4,15235283503768;0,0431101908588944;4,11703603033984;0,991494748615811;0,0077933861610493;0,180778280164848;0,0353168046978451
"bee";4;4,15235283503768;0,0578581504785065;4,11734119759504;0,991568241227669;0,0228465130358648;0,394871126140681;0,0350116374426408
"bell";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Bellerophon";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"bird";4;4,15235283503768;0,0625470069248815;4,10756296701239;0,989213376173779;0,0177571388995892;0,283900697613163;0,0447898680252932
"bird.trap";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"boar";4;4,15235283503768;0,00818673666705916;4,14416609837062;0,998028410158699;0;0;0,00818673666705916
"Boeotian.shield";4;4,15235283503768;0,10516269831431;4,05093879537854;0,975576728739569;0,00374865865516583;0,0356462768191991;0,101414039659145
"bone";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"border.of.rays";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"bow";4;4,15235283503768;0,163152435021539;4,06434910811016;0,978806298399081;0,0751487080940221;0,460604269155414;0,0880037269275169
"bow.case";4;4,15235283503768;0,0269702226383917;4,13861461592301;0,996691461525441;0,0132320035237239;0,490615287131088;0,0137382191146678
"bow.drill";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"boy";4;4,15235283503768;0,0211273661377342;4,14093088419126;0,997249282202119;0,0097054152913163;0,459376489622247;0,0114219508464179
"branch";4;4,15235283503768;0,0269702226383917;4,14399628260633;0,997987513883493;0,0186136702070403;0,69015634229671;0,00835655243135136
"buckler";4;4,15235283503768;0,0379172945327628;4,13520751293678;0,995870938048368;0,0207719724318576;0,547823168499254;0,0171453221009052
"bucranium";4;4,15235283503768;0,0149298354277976;4,1447600690158;0,998171454516627;0,00733706940591894;0,49143672355947;0,00759276602187864
"bud";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"bull";4;4,15235283503768;0,276527166833166;3,9802784202027;0,958559780040122;0,104452751998182;0,377730525338223;0,172074414834983
"calf";4;4,15235283503768;0,0481528319506328;4,11353654188855;0,990651976194895;0,0093365388015032;0,193893867157703;0,0388162931491287
"cap";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"cart";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"celery";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"chariot";4;4,15235283503768;0,173069235655313;4,06872389136598;0,979859865720938;0,0894402919836086;0,516789085275324;0,0836289436717044
"charioteer";4;4,15235283503768;0,0269702226383917;4,13685001156317;0,996266496588705;0,0114673991638785;0,425187411970225;0,0155028234745131
"chimaera";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"cicada";4;4,15235283503768;0,0149298354277976;4,14307857125861;0,997766503920184;0,00565557164872921;0,378810046237965;0,00927426377906837
"cippus";4;4,15235283503768;0,0716451584138298;4,0858187652926;0,983976778374018;0,00511108866874466;0,0713389262010209;0,0665340697450842
"circle";4;4,15235283503768;0,0149298354277976;4,13886555357567;0,996751894167517;0,00144255396578608;0,0966222282062273;0,0134872814620115
"city.goddess";4;4,15235283503768;0,00818673666705916;4,14818489628235;0,998996246484606;0,00401879791173343;0,490891313006781;0,00416793875532573
"club";4;4,15235283503768;0,281606624771453;4,01601424477418;0,967165942857005;0,145268034507947;0,515854464098081;0,136338590263505
"cock";4;4,15235283503768;0,0431101908588944;4,13362494092508;0,995489811473974;0,0243822967462961;0,565580811880483;0,0187278941125983
"cockle.shell";4;4,15235283503768;0,00818673666705916;4,14903214828269;0,999200287912201;0,00486604991207162;0,594382121957223;0,00332068675498753
"column.capital";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"conch.shell";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"corn";4;4,15235283503768;0,227939902885766;4,03269400750386;0,97118288539352;0,108281075351945;0,475042210605007;0,119658827533821
"cornucopiae";4;4,15235283503768;0,0269702226383917;4,14311536252328;0,997775364261809;0,0177327501239883;0,657493650005917;0,00923747251440332
"cow";4;4,15235283503768;0,0671400388576204;4,09981493827297;0,98734743918643;0,0146021420929072;0,217487840956915;0,0525378967647141
"crab";4;4,15235283503768;0,00818673666705916;4,14783463307358;0,99891189353516;0,00366853470295947;0,448107084929273;0,00451820196409969
"crane";4;4,15235283503768;0,00818673666705916;4,14857672726433;0,99909061008942;0,00441062889370869;0,538752994395883;0,00377610777335047
"crayfish";4;4,15235283503768;0,0846953496181344;4,07419128117935;0,981176562550562;0,0065337957598075;0,0771446813699501;0,0781615538583269
"crepundia";4;4,15235283503768;0,00818673666705916;4,14560865233641;0,998375816562512;0,00144255396578608;0,176206225319358;0,00674418270127308
"crescent";4;4,15235283503768;0,0671400388576204;4,11658866801828;0,991387011547376;0,0313758718382182;0,467319834365229;0,0357641670194004
"Cretan.bull";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"crook";4;4,15235283503768;0,0149298354277976;4,13941003655565;0,996883020543723;0,00198703694577063;0,133091684458289;0,012942798482027
"cross";4;4,15235283503768;0,00818673666705916;4,14416609837062;0,998028410158699;0;0;0,00818673666705916
"cross.hatch.pattern";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"crow";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"cup";4;4,15235283503768;0,053063967432931;4,1276716672845;0,994056100544993;0,0283827996797523;0,534878959354597;0,0246811677531786
"cuttlefish";4;4,15235283503768;0,0379172945327628;4,13784877351338;0,996507025751301;0,023413233008462;0,617481634620095;0,0145040615243008
"dagger";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"date.palm";4;4,15235283503768;0,0149298354277976;4,14314638182881;0,997782834557992;0,00572338221892821;0,383351996517788;0,00920645320886937
"deer";4;4,15235283503768;0,00818673666705916;4,14615313531639;0,998506942938717;0,00198703694576885;0,242714163967684;0,00619969972129031
"deity";4;4,15235283503768;0,0211273661377342;4,13321250584572;0,995390485839629;0,00198703694577063;0,0940503862533866;0,0191403291919636
"Demeter";4;4,15235283503768;0,0846953496181344;4,09240760142379;0,985563550113548;0,0247501160042454;0,292225206175264;0,059945233613889
"dented.ornament";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"diamond";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Dione";4;4,15235283503768;0,00818673666705916;4,14783463307358;0,998911893535161;0,00366853470296036;0,448107084929381;0,0045182019640988
"Dionysos";4;4,15235283503768;0,109093379885545;4,07111245117627;0,98043509617586;0,0278529960241372;0,255313347641801;0,0812403838614078
"disc";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"discobolos";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"dog";4;4,15235283503768;0,0269702226383917;4,13786281322047;0,996510406896317;0,0124802008211837;0,462739999907096;0,0144900218172079
"dolphin";4;4,15235283503768;0,458565506654241;3,84573669116633;0,926158456168726;0,151949362782892;0,331358029720848;0,306616143871349
"donkey";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"dotted.square.ornament";4;4,15235283503768;0,0149298354277976;4,13976362456147;0,996968174195126;0,0023406249515876;0,156775000160393;0,01258921047621
"double.axe";4;4,15235283503768;0,0578581504785065;4,10775595190018;0,989259852206877;0,0132612673410071;0,229203098117238;0,0445968831374994
"double.volute";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"dove";4;4,15235283503768;0,0269702226383917;4,13119031196755;0,994903486309843;0,00580769956826011;0,215337472223642;0,0211625230701307
"drinking.cup";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"eagle";4;4,15235283503768;0,456924176754923;3,88807546210835;0,936354788856249;0,192646803825596;0,421616569282402;0,264277372929326
"eel";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Egyptian.attendant";4;4,15235283503768;0,00818673666705916;4,14615313531639;0,998506942938718;0,00198703694577063;0,242714163967901;0,00619969972128853
"Enodia";4;4,15235283503768;0,00818673666705916;4,14560865233641;0,998375816562512;0,00144255396578608;0,176206225319358;0,00674418270127308
"eye";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"fig.leaf";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"figure";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"fir.tree";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"fish";4;4,15235283503768;0,0760690563565261;4,11185521577705;0,990247066935422;0,0355714370958928;0,46762032815517;0,0404976192606314
"flail";4;4,15235283503768;0,0149298354277976;4,13941003655565;0,996883020543723;0,00198703694577063;0,133091684458289;0,012942798482027
"floral.ornament";4;4,15235283503768;0,0269702226383917;4,13477203079863;0,995766062052652;0,00938941839934682;0,348140188727294;0,0175808042390457
"flower";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"fly";4;4,15235283503768;0,0211273661377342;4,13799596751349;0,996542474087691;0,00677049861354195;0,320461082058383;0,0143568675241923
"fort";4;4,15235283503768;0,0211273661377342;4,14146006951468;0,99737672448471;0,0102346006147354;0,484423876976126;0,0108927655229989
"galley";4;4,15235283503768;0,0379172945327628;4,11642257745069;0,991347012401304;0,00198703694577063;0,0524045022266477;0,0359302575869922
"girl";4;4,15235283503768;0,00818673666705916;4,14783463307358;0,998911893535161;0,00366853470296036;0,448107084929381;0,0045182019640988
"goat";4;4,15235283503768;0,0716451584138298;4,08269471356962;0,983224421373761;0,00198703694577063;0,0277344204376421;0,0696581214680592
"goddess";4;4,15235283503768;0,00818673666705916;4,14416609837062;0,998028410158699;0;0;0,00818673666705916
"goose";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"gorgoneion";4;4,15235283503768;0,0846953496181344;4,10443207912408;0,988459372838156;0,0367745937045374;0,434198499331343;0,047920755913597
"grain";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"grapes";4;4,15235283503768;0,149516346999441;4,05969101467204;0,977684502245628;0,0568545266337974;0,380256258093371;0,0926618203656435
"grasshopper";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Great.King.of.Persia";4;4,15235283503768;0,0325490661614367;4,11980376887624;0,992161295666691;0;0;0,0325490661614367
"griffin";4;4,15235283503768;0,142505867392738;4,05685073105868;0,977000484358373;0,0470037634137359;0,329837390373522;0,0955021039790021
"hammer";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"hare";4;4,15235283503768;0,0211273661377342;4,14034554963934;0,997108317651376;0,00912008073939674;0,431671448297947;0,0120072853983375
"Harmonia";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"harpy";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Hecate";4;4,15235283503768;0,0149298354277976;4,14268860290129;0,99767258888627;0,00526560329140402;0,352689975510386;0,00966423213639356
"Helios";4;4,15235283503768;0,0431101908588944;4,12312227858592;0,992960483462506;0,0138796344071368;0,321957155155419;0,0292305564517576
"hen";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Hephaestus";4;4,15235283503768;0,00818673666705916;4,14416609837062;0,998028410158699;0;0;0,00818673666705916
"Hera";4;4,15235283503768;0,0971468238973507;4,09210960581356;0,98549178462972;0,0369035946732303;0,379874433282803;0,0602432292241204
"Heracles";4;4,15235283503768;0,460199222687899;3,87379528600465;0,932915732333113;0,181641673654873;0,394702260890302;0,278557549033025
"herd";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"herm";4;4,15235283503768;0,0211273661377342;4,14209188081621;0,997528881906448;0,0108664119162603;0,514328754725959;0,0102609542214731
"Hermes";4;4,15235283503768;0,0716451584138298;4,08970889305406;0,984913627412625;0,00900121643020668;0,125636074083537;0,0626439419836222
"hippocamp";4;4,15235283503768;0,0930564108792611;4,10989696796835;0,989775467366095;0,0506005438099315;0,543762039947841;0,0424558670693296
"hoplite";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"horned.skull";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"horse";4;4,15235283503768;0,252911590547487;3,97686903073042;0,957738705914747;0,0774277862402251;0,30614566170184;0,175483804307262
"horse.rein";4;4,15235283503768;0,0149298354277976;4,1437824224732;0,997936010521033;0,00635942286332014;0,425953982820176;0,00857041256447744
"hound";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"hunter";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"hydria";4;4,15235283503768;0,0149298354277976;4,14253408827863;0,997635377543979;0,00511108866874466;0,342340589985903;0,00981874675905292
"incense.burner";4;4,15235283503768;0,0431101908588944;4,13276577591513;0,995282901068216;0,0235231317363471;0,545651301181699;0,0195870591225473
"incuse.square";4;4,15235283503768;0,241990840710103;4,00277136169884;0,963976694832707;0,0924093673712658;0,381871343147112;0,149581473338837
"Iocastus";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Ionic.capital";4;4,15235283503768;0,0325490661614367;4,13653154003103;0,996189799943503;0,0167277711547822;0,513924764287119;0,0158212950066545
"Ionic.column";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"ivy";4;4,15235283503768;0,0804174648083675;4,12157246403441;0,992587245779417;0,0496370938050941;0,61724270869988;0,0307803710032735
"javelin";4;4,15235283503768;0,00818673666705916;4,14676964896135;0,998655416266841;0,00260355059072914;0,318020561380093;0,00558318607633002
"jug";4;4,15235283503768;0,00818673666705916;4,14676964896135;0,998655416266841;0,00260355059072914;0,318020561380093;0,00558318607633002
"kantharos";4;4,15235283503768;0,120602940078793;4,09561988821339;0,986337156528324;0,0638699932545022;0,529589023391752;0,0567329468242912
"ketos";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"king";4;4,15235283503768;0,0149298354277976;4,13941003655565;0,996883020543722;0,00198703694577063;0,133091684458289;0,0129427984820287
"kithara";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Kore";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"krater";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"labyrinth";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"ladle";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"lagobolon";4;4,15235283503768;0,0149298354277976;4,13941003655565;0,996883020543723;0,00198703694577063;0,133091684458289;0,012942798482027
"laurel";4;4,15235283503768;0,0379172945327628;4,1313745252732;0,994947849906332;0,0169389847682817;0,446735057894107;0,0209783097644802
"leaf";4;4,15235283503768;0,0211273661377342;4,14098511466442;0,997262342381568;0,00975964576447552;0,461943325109723;0,0113677203732578
"Leucaspis";4;4,15235283503768;0,0149298354277976;4,14690336182799;0,998687617978004;0,00948036221810877;0,634994422005313;0,00544947320968792
"libation.vessel";4;4,15235283503768;0,0211273661377342;4,1422889795773;0,997576348672623;0,0110635106773582;0,523657828677394;0,0100638554603769
"linear.circle.ornament";4;4,15235283503768;0,00818673666705916;4,14416609837062;0,998028410158699;0;0;0,00818673666705916
"linear.square.ornament";4;4,15235283503768;0,0578581504785065;4,10593290452086;0,988820812594458;0,0114382199616863;0,197694185989153;0,0464199305168203
"lion";4;4,15235283503768;0,233615500709691;4,01540767843287;0,967019865111349;0,0966703441048757;0,413801069754382;0,136945156604813
"lion.mask";4;4,15235283503768;0,0211273661377342;4,13880372831418;0,996737004955558;0,00757825941423285;0,35869399738843;0,0135491067235014
"lizard";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"locust";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"lotus";4;4,15235283503768;0,0149298354277976;4,14304915414307;0,997759419475122;0,00562615453318926;0,376839688581834;0,00930368089460742
"Lucilla";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"lyre";4;4,15235283503768;0,0971468238973507;4,08118297267403;0,982860352867146;0,0259769615336998;0,267398979107625;0,0711698623636501
"Macedonian.man";4;4,15235283503768;0,00818673666705916;4,14560865233641;0,998375816562512;0,00144255396578608;0,176206225319358;0,00674418270127308
"Maenad";4;4,15235283503768;0,0149298354277976;4,14167863084226;0,997429360023226;0,00425563123238071;0,285042072497144;0,0106742041954169
"male.pubes";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"man";4;4,15235283503768;0,109093379885545;4,08335124406814;0,983382531853435;0,0400917889160057;0,367499741579809;0,0690015909695383
"man.headed.bull";4;4,15235283503768;0,0760690563565261;4,07628377868115;0,98168049311353;0;0;0,0760690563565261
"man.headed.goat";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"marsh.bird";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Medea";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Medusa";4;4,15235283503768;0,053063967432931;4,11227185329682;0,990347404632223;0,0129829856920702;0,244666697952425;0,0400809817408607
"Melquarth";4;4,15235283503768;0,00818673666705916;4,14416609837062;0,998028410158699;0;0;0,00818673666705916
"Minotaur";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"monster";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"mule";4;4,15235283503768;0,00818673666705916;4,14560865233641;0,998375816562512;0,00144255396578608;0,176206225319358;0,00674418270127308
"murex.shell";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"mussel.shell";4;4,15235283503768;0,0149298354277976;4,13742299960988;0,996404487763704;0;0;0,0149298354277976
"nail.studded.square";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"naval.standard";4;4,15235283503768;0,00818673666705916;4,15042412255857;0,999535513344907;0,00625802418794486;0,764410099218797;0,0019287124791143
"Nike";4;4,15235283503768;0,258270830324529;4,03456438996581;0,971633324586974;0,140482385252656;0,543934384987006;0,117788445071873
"nymph";4;4,15235283503768;0,109093379885545;4,07602101788396;0,981617213135255;0,0327615627318272;0,300307523391418;0,0763318171537186
"nymph.Cyane";4;4,15235283503768;0,00818673666705916;4,14798914769624;0,998949104877452;0,00382304932561794;0,466980859540858;0,00436368734144121
"nymph.Cyme";4;4,15235283503768;0,0149298354277976;4,13742299960988;0,996404487763704;0;0;0,0149298354277976
"nymph.Euboea";4;4,15235283503768;0,00818673666705916;4,14560865233641;0,998375816562512;0,00144255396578608;0,176206225319358;0,00674418270127308
"nymph.Hesperia";4;4,15235283503768;0,00818673666705916;4,14560865233641;0,998375816562512;0,00144255396578608;0,176206225319358;0,00674418270127308
"nymph.Histiaea";4;4,15235283503768;0,00818673666705916;4,14560865233641;0,998375816562512;0,00144255396578608;0,176206225319358;0,00674418270127308
"nymph.Kamarina";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"nymph.Larissa";4;4,15235283503768;0,0971468238973507;4,05780956173106;0,977231396978392;0,00260355059072914;0,0268001617168685;0,0945432733066216
"nymph.Peirene";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"nymph.Segesta";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"nymph.Sinope";4;4,15235283503768;0,0269702226383917;4,13333076018237;0,995418964714461;0,00794814778307718;0,294700859152832;0,0190220748553136
"nymph.Terina";4;4,15235283503768;0,00818673666705916;4,14783463307358;0,99891189353516;0,00366853470295947;0,448107084929273;0,00451820196409969
"obelisk";4;4,15235283503768;0,0149298354277976;4,14323069917814;0,997803140479161;0,00580769956826099;0,388999570447223;0,00912213585953658
"octopus";4;4,15235283503768;0,0269702226383917;4,14161422846269;0,99741385017083;0,0162316160634042;0,601834707893688;0,0107386065749875
"oenochoe";4;4,15235283503768;0,0481528319506328;4,1187775632557;0,991914157318553;0,0145775601686564;0,302735261419341;0,0335752717819755
"oikist";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"olive";4;4,15235283503768;0,10516269831431;4,09421664515305;0,98599921726447;0,047026508429683;0,447178602142084;0,0581361898846264
"omphalos";4;4,15235283503768;0,00818673666705916;4,14715341806679;0,998747838351544;0,00298731969616917;0,364897494283552;0,00519941697088999
"owl";4;4,15235283503768;0,112975637758837;4,06911494089519;0,979954041130578;0,0297377436163426;0,263222622206587;0,0832378941424947
"ox";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Palladium";4;4,15235283503768;0,00818673666705916;4,14903214828269;0,999200287912201;0,00486604991207162;0,594382121957223;0,00332068675498753
"Pallas";4;4,15235283503768;0,00818673666705916;4,14560865233641;0,998375816562512;0,00144255396578608;0,176206225319358;0,00674418270127308
"palm";4;4,15235283503768;0,128059124175437;4,08843841938621;0,984607662645582;0,0641447085239637;0,500899166201443;0,0639144156514737
"palmette";4;4,15235283503768;0,0269702226383917;4,13783077047395;0,996502690127585;0,0124481580746636;0,461551921226777;0,0145220645637281
"Pan";4;4,15235283503768;0,0760690563565261;4,0910671264396;0,985240727117179;0,0147833477584509;0,194341148247761;0,061285708598076
"panther";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"parsley";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"pattern";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"patterned.incuse";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Pegasus";4;4,15235283503768;0,271388231857175;3,95181843586278;0,951705838318269;0,0708538326822712;0,261079237656701;0,200534399174904
"pellet";4;4,15235283503768;0,053063967432931;4,12717920854824;0,993937503027916;0,0278903409434914;0,525598485992266;0,0251736264894395
"Pelorias";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"pendent";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"pentagram";4;4,15235283503768;0,00818673666705916;4,15042412255857;0,999535513344907;0,00625802418794486;0,764410099218797;0,0019287124791143
"Persephone";4;4,15235283503768;0,0804174648083675;4,09850332480595;0,987031566831859;0,0265679545766382;0,330375430759336;0,0538495102317285
"Persephone.Tanit";4;4,15235283503768;0,0325490661614367;4,12701653870517;0,993898327685759;0,0072127698289286;0,221596828405299;0,0253362963325081
"Persian.attendant";4;4,15235283503768;0,00818673666705916;4,14615313531639;0,998506942938718;0,00198703694577063;0,242714163967901;0,00619969972128853
"Persian.god.Ana";4;4,15235283503768;0,00818673666705916;4,14824273620832;0,999010175918897;0,00407663783770218;0,49795639013348;0,00411009882935698
"petals";4;4,15235283503768;0,00818673666705916;4,14416609837062;0,998028410158699;0;0;0,00818673666705916
"phallus";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Philoctetes";4;4,15235283503768;0,00818673666705916;4,14676964896135;0,998655416266841;0,00260355059072914;0,318020561380093;0,00558318607633002
"pipes";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"pistrix";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"plane.leaf";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"plant";4;4,15235283503768;0,00818673666705916;4,14730258254341;0,99878376123251;0,00313648417279033;0,383117755015934;0,00505025249426883
"plate";4;4,15235283503768;0,00818673666705916;4,14903214828269;0,999200287912201;0,00486604991207162;0,594382121957223;0,00332068675498753
"plough";4;4,15235283503768;0,0149298354277976;4,14602164874942;0,998475277381334;0,00859864913953245;0,575937302264082;0,00633118628826512
"pomegranate";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"poppy";4;4,15235283503768;0,00818673666705916;4,14676964896135;0,998655416266841;0,00260355059072914;0,318020561380093;0,00558318607633002
"Poseidon";4;4,15235283503768;0,0149298354277976;4,13742299960988;0,996404487763704;0;0;0,0149298354277976
"prawn";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
"Prokles.I...Eurysthenes";4;4,15235283503768;0,00818673666705916;4,14416609837062;0,998028410158699;0;0;0,00818673666705916
"pyramid";4;4,15235283503768;0,00818673666705916;4,14416609837062;0,998028410158699;0;0;0,00818673666705916
"quiver";4;4,15235283503768;0,0481528319506328;4,12857423628071;0,994273463816388;0,0243742331936661;0,506184832880753;0,0237785987569676
"race.torch";4;4,15235283503768;0,053063967432931;4,12151828661802;0,992574198377489;0,0222294190132706;0,41891739514892;0,0308345484196595
"ram";4;4,15235283503768;0,0671400388576204;4,12005468183838;0,992221722362617;0,0348418856583201;0,518943483667132;0,0322981531992994
"raven";4;4,15235283503768;0;4,15235283503768;1;0;NA;0
